,filename,caption
193,1236951314_0308dc4138.jpg,startseq  boy in wetsuit jumps into pool with bald man endseq
194,1236964638_1808784a3c.jpg,startseq  boy flips off diving board into pool endseq
195,1237985362_dbafc59280.jpg,startseq  lady holds little girl who is trying to catch bubbles endseq
196,123889082_d3751e0350.jpg,startseq  brown dog biting gray dogs ear endseq
197,123997871_6a9ca987b1.jpg,startseq  girls wearing sports uniforms and eye protection endseq
198,1240297429_c36ae0c58f.jpg,startseq  dog in number six jersey is running through field endseq
199,124195430_d14028660f.jpg,startseq  brown horse and black foal on the beach endseq
200,1244140539_da4804d828.jpg,startseq  black and brown dog is laying on white shaggy carpet endseq
201,1244306891_8e78ae1620.jpg,startseq  smiling girls in bathing suits sitting on the sand endseq
202,1244485675_822e6efe60.jpg,startseq  boy in grey and white shirt looking at his reflection endseq
203,1245022983_fb329886dd.jpg,startseq  child in all pink is posing nearby stroller with buildings in the distance endseq
204,1247181182_35cabd76f3.jpg,startseq  man sits on rock endseq
205,1248357227_2b4175fc39.jpg,startseq  the kids play in the wooded area near the water endseq
206,1248734482_3038218f3b.jpg,startseq  closeup of young girl with pink shirt laying on grass endseq
207,124881487_36e668145d.jpg,startseq  man on bicycle riding down rocky hill endseq
208,1248940539_46d33ed487.jpg,startseq  three children are playing in sand near to the beach endseq
209,1248953128_24c9f8d924.jpg,startseq  little girl in colorful dress is playing with blue and red soccer ball endseq
210,124972799_de706b6d0b.jpg,startseq  cat under the bench hissing with dog growling and trying to get it endseq
211,1251558317_4ef844b775.jpg,startseq  an adult and child sitting on police motorcycle endseq
212,1252396628_eb81d3905b.jpg,startseq  man in red biker suit on red dirt bike going down muddy road endseq
213,1252787177_4b08625897.jpg,startseq  people walk by display of underwear hanging in stall endseq
214,125319704_49ead3463c.jpg,startseq  person standing beside bike in stream endseq
215,1253264731_e7c689eca5.jpg,startseq  girl in coral shirt with glasses is smiling while leaning against fence endseq
216,1253275679_e955fb7304.jpg,startseq  boy has his head down and is wearing shirt that says adhd endseq
217,1255504166_f2437febcb.jpg,startseq  boy playing in lake endseq
218,1258913059_07c613f7ff.jpg,startseq  couple of people sit outdoors at table with an umbrella and talk endseq
219,1259936608_e3f0064f23.jpg,startseq  little girl with arms outstretched plays with others at sprinkler park endseq
220,1260816604_570fc35836.jpg,startseq  person drives in red car endseq
221,1262077938_8b9516c273.jpg,startseq  girl with black purse sitting on wooden bench endseq
222,1262454669_f1caafec2d.jpg,startseq  girl in white shirt is sitting on park bench with dog next to her endseq
223,1262583859_653f1469a9.jpg,startseq  biker enjoys coffee endseq
224,1263126002_881ebd7ac9.jpg,startseq  baby girl is attempting to climb out of her green crib endseq
225,1263801010_5c74bf1715.jpg,startseq  man in red jacket looking out over snowcovered mountains endseq
226,1267711451_e2a754b4f8.jpg,startseq  black and white dog carrying large stick endseq
227,1269470943_ba7fc49b4d.jpg,startseq  boy in blue with football sprawls in the grass endseq
228,1271210445_7f7ecf3791.jpg,startseq  girls seated at table with candle covered with lit candles endseq
229,1271960365_e54033f883.jpg,startseq  black dog runs after another black dog who is carrying ball endseq
230,1273001772_1585562051.jpg,startseq  about kids and few adults get splashed by an off camera source endseq
231,127450902_533ceeddfc.jpg,startseq  winter landscape with four people walking in the snow endseq
232,127488876_f2d2a89588.jpg,startseq  one man in red shirt and black pants with man in white shirt and tan shorts endseq
233,127490019_7c5c08cb11.jpg,startseq  girl is getting ready to swing the club endseq
234,1277185009_06478dd457.jpg,startseq  man standing on rocky mountain with gray clouds in the background endseq
235,1277743944_f4e8c78403.jpg,startseq  boy dressed in khaki shorts and red shirt runs on beach with green endseq
236,1280147517_98767ca3b3.jpg,startseq  boat on lake endseq
237,1280320287_b2a4b9b7bd.jpg,startseq  man is pulled behind boat on knee board while another doing the same begins to fall endseq
238,1282392036_5a0328eb86.jpg,startseq  group of people in costume at renaissance fair endseq
239,12830823_87d2654e31.jpg,startseq  children sit and watch the fish moving in the pond endseq
240,1285067106_2adc307240.jpg,startseq  boy in white plays baseball endseq
241,1285874746_486731a954.jpg,startseq  africanamerican woman stands in the crowd endseq
242,1286408831_05282582ed.jpg,startseq  boy with his mouth open and tongue sticking out clinging to bar next to platform endseq
243,1287064529_aa4e4f3c31.jpg,startseq  black and tan dog in the snow endseq
244,1287073593_f3d2a62455.jpg,startseq  group of dogs pull person on dog sled up hill endseq
245,1287475186_2dee85f1a5.jpg,startseq  boy sitting in water endseq
246,1287920676_d21a0b289b.jpg,startseq  snow dog in red harness endseq
247,1287931016_fb015e2e10.jpg,startseq  black and white dog on the snow endseq
248,1287982439_6578006e22.jpg,startseq  big brown dog is jumping in the water and has his mouth wide open endseq
249,1288909046_d2b2b62607.jpg,startseq  brown dog is leaping into garden swimming pool endseq
250,128912885_8350d277a4.jpg,startseq  dog jumps for red ball on the grass endseq
251,1289142574_2bd6a082dd.jpg,startseq  boy jumps from one picnic table to another endseq
252,1290894194_8a4ffdc7eb.jpg,startseq  woman crouches down next to her terrier dog to smile at little girl sitting on the sidewalk endseq
253,1294578091_2ad02fea91.jpg,startseq  female artist showing her painting and signing paper endseq
254,1295669416_21cabf594d.jpg,startseq  girl dressed in red and black top with black pants is sitting on wall endseq
255,1295671216_cde1b9c9d1.jpg,startseq  crowd of people are standing together on sidewalk endseq
256,1295698260_e10c53c137.jpg,startseq  crowd of people look at something out of frame endseq
257,129599450_cab4e77343.jpg,startseq  backpacker in the mountains wearing an american flag endseq
258,1296412797_85b6d2f8d6.jpg,startseq  child is being swung by her arms while another child watches endseq
259,1296770308_3db2022f5a.jpg,startseq  girl sits on bar stool endseq
260,1298295313_db1f4c6522.jpg,startseq  blonde boy wearing blue life vest and camo shorts jumps off diveboard into blue lake endseq
261,1298866571_b4c496b71c.jpg,startseq  asian man gives an evil eye to the camera endseq
262,1299459550_1fd5594fa2.jpg,startseq  boy in swimming trunks endseq
263,1299459562_ed0e064aee.jpg,startseq  three boys in baggy bathing suits play in splashing water in front of grey endseq
264,1301140633_046e4e8010.jpg,startseq  boy in blue shirt with dirt on his face endseq
265,130211457_be3f6b335d.jpg,startseq  girl in red and black leotard with white writing is standing next to man in cap and girl in hot pink and black and white checkered outfit endseq
266,1302657647_46b36c0d66.jpg,startseq  man hanging from bars outdoors endseq
267,1303335399_b3facd47ab.jpg,startseq  baby boy wearing shoulder life saver is at the very edge of an orange pool slide endseq
268,1303548017_47de590273.jpg,startseq  girl poses on the train tracks near station endseq
269,1303550623_cb43ac044a.jpg,startseq  girl in tank top and jean capris stands on railroad tracks endseq
270,1303727066_23d0f6ed43.jpg,startseq  dark haired bearded man wearing turquoise shirt with yellow peace sign on it endseq
271,1303727828_d1052ee341.jpg,startseq  man in feather hat looking down endseq
272,1304100320_c8990a1539.jpg,startseq  the two dogs are running through field of flowers endseq
273,1304961697_76b86b0c18.jpg,startseq  two children on surfboards wave to each other endseq
274,1305564994_00513f9a5b.jpg,startseq  man in street racer armor is examining the tire of another racer motorbike endseq
275,1306145560_1e37081b91.jpg,startseq  black dog carries an orange tennis ball in his mouth as he swims endseq
276,1307635496_94442dc21a.jpg,startseq  boy wearing black sandals runs along the grass endseq
277,1308472581_9961782889.jpg,startseq  boy in blue shirt splashing in water under dock endseq
278,1308617539_54e1a3dfbe.jpg,startseq  boy is jumping from body board into the ocean endseq
279,1309330801_aeeb23f1ee.jpg,startseq  one girl is doing handstand on an outdoor trampoline while another girl stands on the trampoline with one hand in the air endseq
280,1311132744_5ffd03f831.jpg,startseq  black and grey dog runs in field with its tongue hanging out endseq
281,1311388430_4ab0cd1a1f.jpg,startseq  person hanging from telephone pole near the mountains endseq
282,1312020846_5abb4a9be2.jpg,startseq  two little puppies chase each other on stone wall endseq
283,1312227131_771b5ed201.jpg,startseq  dogs running on cold but sunny morning endseq
284,1312954382_cf6d70d63a.jpg,startseq  girl in green dress plays with hello kitty balloon endseq
285,1313693129_71d0b21c63.jpg,startseq  boy and girl are standing on river bank facing the water endseq
286,1313961775_824b87d155.jpg,startseq  girl floating wearing life vest endseq
287,1316247213_1d2c726dd5.jpg,startseq  closeup of little girl laughing endseq
288,131632409_4de0d4e710.jpg,startseq  girl in bikini walks along the beach with huge clouds and sandy beach behind her endseq
289,1317292658_ba29330a0b.jpg,startseq  boy enjoys rain shower endseq
290,1319634306_816f21677f.jpg,startseq  brown dog is sitting in some long grass endseq
291,1321723162_9d4c78b8af.jpg,startseq  little girl holding hands with her ice skating instructor endseq
292,1321949151_77b77b4617.jpg,startseq  little boy and little girl are lying on black bench surrounded by adults endseq
293,1322323208_c7ecb742c6.jpg,startseq  boy and girl playing on the beach endseq
294,1324816249_86600a6759.jpg,startseq  brown dog stands in lush field with the stunning clouds and mountains behind it endseq
295,132489044_3be606baf7.jpg,startseq  man sleeping with bag on his lap on public transportation endseq
296,1329832826_432538d331.jpg,startseq  people stand on street corner at dusk endseq
297,1330645772_24f831ff8f.jpg,startseq  black and white dog is running in the grass endseq
298,133189853_811de6ab2a.jpg,startseq  man wearing tuxedo shirt endseq
299,1332208215_fa824f6659.jpg,startseq  man in glasses and an asian woman are seated across from each other in subway train endseq
300,1332492622_8c66992b62.jpg,startseq  group of people stand on balcony near colorful circus building endseq
301,1332722096_1e3de8ae70.jpg,startseq  three women standing on city street endseq
302,1332815795_8eea44375e.jpg,startseq  baby swings in swing near wooden fence endseq
303,1332823164_c70a5d930e.jpg,startseq  girl standing in the ocean endseq
304,1333888922_26f15c18c3.jpg,startseq  brownhaired child in green shoes swings on swing in park near the woods endseq
305,1334892555_1beff092c3.jpg,startseq  the girls are playing with foam swords endseq
306,1335617803_4fbc03dab0.jpg,startseq  the two children make funny pose in front of some bushes endseq
307,1337792872_d01a390b33.jpg,startseq  girls walks down the road holding teddy bear endseq
308,1338523142_57fce8229b.jpg,startseq  backpacker walks down rocky mountain endseq
309,133905560_9d012b47f3.jpg,startseq  puppy plays with an adult dog in the snow endseq
310,1339596997_8ac29c1841.jpg,startseq  three females wearing head scarves standing together endseq
311,1341787777_4f1ebb1793.jpg,startseq  brown dog is bending down trying to drink from jet of water endseq
312,1342766791_1e72f92455.jpg,startseq  boy pushing another boy up pole endseq
313,1342780478_bacc32344d.jpg,startseq  man in dress shirt and tie is standing in front of sign selling donuts endseq
314,1343426964_cde3fb54e8.jpg,startseq  blond boy in blue tee shirts stands smiling before craft of green nylon fabric endseq
315,1346051107_9cdc14e070.jpg,startseq  man is playing saxophone next to fire hydrant endseq
316,1346529555_e916816cfe.jpg,startseq  dog in midair cathing the red ball endseq
317,134724228_30408cd77f.jpg,startseq  two girls are walking down dirt road in park endseq
318,1347519824_e402241e4f.jpg,startseq  few girls with green foam statue of liberty hats on train endseq
319,1348113612_5bfc5f429e.jpg,startseq  black and white dog jumping into pool after tennis balls endseq
320,1348304997_afe60a61df.jpg,startseq  barefoot redheaded girl jumping over rail endseq
321,1348891916_ebd4413033.jpg,startseq  brown dog on leash runs through the white water endseq
322,134894450_dadea45d65.jpg,startseq  boy wearing no shirt and some blue jeans is jumping in the air in the woods endseq
323,1348947380_14f0fc1237.jpg,startseq  man and dog stand on hill overlooking water endseq
324,1348957576_c4a78eb974.jpg,startseq  blonde woman in white tank top and sunglasses is talking to man sitting next to boats on rock surface endseq
325,1350811702_2ce7cfd0c5.jpg,startseq  young boy casting his fishing line off pier endseq
326,1350948838_fdebe4ff65.jpg,startseq  black and white dog jumping into pool endseq
327,1351315701_6580b51c41.jpg,startseq  black and white dog are running on the grass endseq
328,1351764581_4d4fb1b40f.jpg,startseq  firefighter extinguishes fire under the hood of car endseq
329,135235570_5698072cd4.jpg,startseq  man in field backed by american flags endseq
330,1352398363_9cc8ffcce9.jpg,startseq  boy is covered with marker endseq
331,1352410176_af6b139734.jpg,startseq  blonde girl is stepping on vertical logs in the sand endseq
332,1354318519_2f9baed754.jpg,startseq  baby is laughing endseq
333,1355450069_c0675b0706.jpg,startseq  man is climbing up wall endseq
334,1355703632_5683a4b6fb.jpg,startseq  female softball player making pitch endseq
